UserID,Name,Age,City,TradingCategories,AccountBalance,ExperienceLevel
28a749f9,Maria Norman,30,East Patriciafurt,DER,279668.23,Expert
28a749f9,Maria Norman,30,East Patriciafurt,BOND,279668.23,Expert
4fd3db54,Wesley Russell,40,North Bethport,BOND,977263.06,Intermediate
4fd3db54,Wesley Russell,40,North Bethport,EQ,977263.06,Intermediate
917a00ae,Angela Brown,23,Bensonhaven,BOND,397212.47,Beginner
917a00ae,Angela Brown,23,Bensonhaven,MF,397212.47,Beginner
4068af82,Erin Jones,38,South Jasontown,MF,12641.22,Beginner
2826bd6d,Shaun Gaines,21,Murrayshire,EQ,744878.57,Expert
2826bd6d,Shaun Gaines,21,Murrayshire,IDX,744878.57,Expert
a3e66a07,Chelsea Barnes,43,Robertborough,DER,483999.79,Expert
a3e66a07,Chelsea Barnes,43,Robertborough,MF,483999.79,Expert
a3e66a07,Chelsea Barnes,43,Robertborough,CUR,483999.79,Expert
528b39e2,Angela Vazquez,40,East Sharon,IDX,255305.32,Beginner
528b39e2,Angela Vazquez,40,East Sharon,EQ,255305.32,Beginner
528b39e2,Angela Vazquez,40,East Sharon,MF,255305.32,Beginner
57c58af2,Chad Hanson,25,East Jasonland,BOND,552144.07,Expert
57c58af2,Chad Hanson,25,East Jasonland,CUR,552144.07,Expert
57c58af2,Chad Hanson,25,East Jasonland,COM,552144.07,Expert
6722f532,Erin Martinez,21,South Saraport,COM,548390.95,Intermediate
6722f532,Erin Martinez,21,South Saraport,DER,548390.95,Intermediate
87c6b102,Ryan Gardner,34,East Joseph,BOND,273098.1,Intermediate
87c6b102,Ryan Gardner,34,East Joseph,COM,273098.1,Intermediate
bd1d7ce6,Justin Becker,32,Lake John,CUR,420237.0,Beginner
bd1d7ce6,Justin Becker,32,Lake John,BOND,420237.0,Beginner
bd1d7ce6,Justin Becker,32,Lake John,COM,420237.0,Beginner
b75b1b0f,Timothy Rice,24,Smithville,COM,344324.3,Intermediate
b75b1b0f,Timothy Rice,24,Smithville,MF,344324.3,Intermediate
b75b1b0f,Timothy Rice,24,Smithville,CUR,344324.3,Intermediate
1042b2e2,Carrie Thomas,27,Meganshire,COM,598847.73,Beginner
1042b2e2,Carrie Thomas,27,Meganshire,IDX,598847.73,Beginner
7702e656,James Gonzalez,54,Sandrastad,COM,203961.58,Expert
7702e656,James Gonzalez,54,Sandrastad,EQ,203961.58,Expert
b38b62f2,Samantha Hudson,55,Ortegafurt,DER,44676.17,Expert
4a772644,Eric Espinoza,51,South Kimberlyville,DER,669211.55,Intermediate
4a772644,Eric Espinoza,51,South Kimberlyville,BOND,669211.55,Intermediate
14be80eb,Jerry Avery DVM,31,Davidmouth,MF,524130.75,Expert
14be80eb,Jerry Avery DVM,31,Davidmouth,DER,524130.75,Expert
bedcca3e,Roberto Robinson,38,Walshburgh,MF,662986.43,Expert
bedcca3e,Roberto Robinson,38,Walshburgh,BOND,662986.43,Expert
bedcca3e,Roberto Robinson,38,Walshburgh,EQ,662986.43,Expert
73b8ca56,Blake Williams,49,New Erinport,IDX,264269.95,Expert
73b8ca56,Blake Williams,49,New Erinport,BOND,264269.95,Expert
73b8ca56,Blake Williams,49,New Erinport,COM,264269.95,Expert
3dc15abb,David Harrison,36,Thomasfort,EQ,955346.76,Intermediate
2e7e7b9b,Zachary Lewis,45,Evanburgh,EQ,998258.09,Expert
2e7e7b9b,Zachary Lewis,45,Evanburgh,IDX,998258.09,Expert
c37e97bc,Arthur Schultz,44,Stephanieshire,BOND,629095.09,Expert
1132c17e,Trevor Brown DVM,22,Jenniferborough,IDX,938014.15,Intermediate
1132c17e,Trevor Brown DVM,22,Jenniferborough,COM,938014.15,Intermediate
1132c17e,Trevor Brown DVM,22,Jenniferborough,BOND,938014.15,Intermediate
782fb945,Mitchell Spencer,37,Katherineview,IDX,244207.63,Expert
782fb945,Mitchell Spencer,37,Katherineview,EQ,244207.63,Expert
5b6a9837,Margaret Duran DVM,59,South Dalton,MF,959052.77,Expert
6976c334,Erik Franklin,32,East Paulmouth,COM,326218.98,Expert
6976c334,Erik Franklin,32,East Paulmouth,DER,326218.98,Expert
6976c334,Erik Franklin,32,East Paulmouth,EQ,326218.98,Expert
6ed37354,Katherine Andersen,42,North Brandonland,IDX,396805.5,Expert
a806ab0a,Matthew Duke,54,West Leslieborough,CUR,612582.92,Beginner
a806ab0a,Matthew Duke,54,West Leslieborough,COM,612582.92,Beginner
bea62738,Michaela Mitchell,44,Port Julie,MF,615464.4,Intermediate
bea62738,Michaela Mitchell,44,Port Julie,EQ,615464.4,Intermediate
9035a6f8,Andrew Mccann,24,East Kristyville,EQ,657039.73,Beginner
2ce584e2,Brooke Goodman,32,New Philipshire,CUR,900571.26,Beginner
2ce584e2,Brooke Goodman,32,New Philipshire,IDX,900571.26,Beginner
2ce584e2,Brooke Goodman,32,New Philipshire,MF,900571.26,Beginner
d40ecb9c,Richard Wood,45,Mitchellshire,COM,613007.21,Beginner
bf2960eb,Adam Cooper,39,East Elizabethhaven,DER,398888.71,Beginner
bf2960eb,Adam Cooper,39,East Elizabethhaven,EQ,398888.71,Beginner
7262ea70,Robert Galloway,22,Port Cynthia,MF,735862.94,Expert
c43c5377,John Fuller,41,West Gregoryfurt,CUR,242456.01,Beginner
c43c5377,John Fuller,41,West Gregoryfurt,IDX,242456.01,Beginner
c43c5377,John Fuller,41,West Gregoryfurt,COM,242456.01,Beginner
4f488209,Sara Cook,32,South Amandaview,DER,734008.49,Intermediate
f5f21773,Craig Morris,31,Adamville,DER,305313.61,Expert
05512114,Samuel Smith,33,Perryville,MF,135690.5,Expert
05512114,Samuel Smith,33,Perryville,EQ,135690.5,Expert
05512114,Samuel Smith,33,Perryville,COM,135690.5,Expert
fb4979fd,Thomas Turner,45,South Sherri,MF,118462.46,Beginner
fb4979fd,Thomas Turner,45,South Sherri,DER,118462.46,Beginner
fb4979fd,Thomas Turner,45,South Sherri,BOND,118462.46,Beginner
377d814b,Kelly Barrett,30,West Michaelberg,BOND,501969.13,Beginner
377d814b,Kelly Barrett,30,West Michaelberg,CUR,501969.13,Beginner
6acf909d,Raymond Trujillo,52,East Shawn,MF,691378.74,Beginner
6acf909d,Raymond Trujillo,52,East Shawn,DER,691378.74,Beginner
6acf909d,Raymond Trujillo,52,East Shawn,IDX,691378.74,Beginner
84beea91,Brian Herrera,33,Griffinshire,MF,770495.6,Beginner
84beea91,Brian Herrera,33,Griffinshire,EQ,770495.6,Beginner
4ae75cbd,Peter Taylor,32,North Keithhaven,CUR,338878.66,Beginner
4ae75cbd,Peter Taylor,32,North Keithhaven,DER,338878.66,Beginner
4ae75cbd,Peter Taylor,32,North Keithhaven,EQ,338878.66,Beginner
2f3bb1e8,Robert Willis,37,East Deannaberg,COM,821740.82,Intermediate
96c8a4c8,Seth Mitchell,38,New Christian,DER,485082.95,Expert
96c8a4c8,Seth Mitchell,38,New Christian,BOND,485082.95,Expert
96c8a4c8,Seth Mitchell,38,New Christian,CUR,485082.95,Expert
152291f8,Lisa Roberts,52,Richardside,MF,69402.92,Beginner
152291f8,Lisa Roberts,52,Richardside,DER,69402.92,Beginner
152291f8,Lisa Roberts,52,Richardside,EQ,69402.92,Beginner
900effe6,Tiffany Woods,28,West Ericchester,CUR,628544.55,Expert
900effe6,Tiffany Woods,28,West Ericchester,BOND,628544.55,Expert
c62d3842,Nancy Price,30,South Jeffreytown,IDX,42281.76,Expert
c62d3842,Nancy Price,30,South Jeffreytown,DER,42281.76,Expert
c62d3842,Nancy Price,30,South Jeffreytown,EQ,42281.76,Expert
4eaef254,Lisa Hutchinson,44,North Sarah,COM,495663.27,Beginner
4eaef254,Lisa Hutchinson,44,North Sarah,MF,495663.27,Beginner
4eaef254,Lisa Hutchinson,44,North Sarah,BOND,495663.27,Beginner
a91cb8e7,Kristen Williams,26,Port Kylebury,CUR,848336.86,Beginner
a91cb8e7,Kristen Williams,26,Port Kylebury,MF,848336.86,Beginner
a91cb8e7,Kristen Williams,26,Port Kylebury,COM,848336.86,Beginner
4d3d6063,Raymond Delgado,36,Ronniefort,COM,811125.12,Intermediate
cb79ce88,Diamond Rodriguez,43,Port Henry,EQ,544200.02,Beginner
cb79ce88,Diamond Rodriguez,43,Port Henry,COM,544200.02,Beginner
3777a73f,Randy Jones,48,Chadshire,IDX,699835.81,Expert
3777a73f,Randy Jones,48,Chadshire,COM,699835.81,Expert
241f6345,Kristin Gomez,54,Lake Catherinestad,DER,598499.74,Intermediate
241f6345,Kristin Gomez,54,Lake Catherinestad,BOND,598499.74,Intermediate
241f6345,Kristin Gomez,54,Lake Catherinestad,MF,598499.74,Intermediate
1ccb697f,Frank Bonilla,28,West Carrie,CUR,411471.87,Expert
1ccb697f,Frank Bonilla,28,West Carrie,IDX,411471.87,Expert
3c79c606,Shawn Malone,40,Donovanbury,DER,831230.82,Expert
